English,Afrikaans,Albanian,Amharic,Arabic,Armenian,Assamese,Aymara,Azerbaijani,Bambara,Basque,Belarusian,Bengali,Bhojpuri,Bosnian,Bulgarian,Catalan,Cebuano,Chinese (Simplified),Chinese (Traditional),Corsican,Croatian,Czech,Danish,Dhivehi,Dogri,Esperanto,Estonian,Ewe,Filipino (Tagalog),Finnish,French,Frisian,Galician,Georgian,Greek,Guarani,Gujarati,Haitian Creole,Hausa,Hawaiian,Hebrew,Hmong,Hungarian,Icelandic,Igbo,Ilocano,Irish,Javanese,Kannada,Kazakh,Khmer,Kinyarwanda,Konkani,Korean,Krio,Kurdish,Kurdish (Sorani),Kyrgyz,Lao,Latin,Latvian,Lingala,Lithuanian,Luganda,Luxembourgish,Macedonian,Maithili,Malagasy,Malay,Malayalam,Maltese,Maori,Marathi,Meiteilon (Manipuri),Mizo,Mongolian,Myanmar (Burmese),Nepali,Norwegian,Nyanja (Chichewa),Odia (Oriya),Oromo,Pashto,Persian,Portuguese,Punjabi,Quechua,Romanian,Russian,Samoan,Sanskrit,Scots Gaelic,Sepedi,Serbian,Sesotho,Shona,Sindhi,Sinhala (Sinhalese),Slovak,Slovenian,Somali,Sundanese,Swahili,Swedish,Tagalog (Filipino),Tajik,Tamil,Tatar,Telugu,Tigrinya,Tsonga,Turkish,Turkmen,Twi (Akan),Ukrainian,Urdu,Uyghur,Uzbek,Vietnamese,Welsh,Xhosa,Yiddish,Yoruba,Zulu
ninety,negentig,nentedhjete,zet'ena,ts`h wts`wn,innsown,nbbai,llatunk tunka,doxsan,bikononton,laurogeita hamar,dzevyanosta,nbbi,nbbe,devedeset,devetdeset,noranta,kasiyaman,JiuShi,JiuShi,novanta,devedeset,devadesat,halvfems,nuvadhiha,nbbai,naudek,uheksakummend,blaasieke,siyamnapu,yhdeksankymmenta,quatre-vingt-dix,njoggentich,noventa,otkhmotsdaati,eneninta,porundypa,nevum,katrevendis,casa'in,kanaiwa,tish'iym,cuaj caum,kilencven,niutiu,iri itoolu,siam a pulo,nocha,sangang puluh,tombttu,toqsan,kauseb,mirongo cyenda,nvvd,AHeun,naynti,nehved,newet,tokson,ekoasib,nonaginta,devindesmit,ntuku libwa,devyniasdesimt,kyenda,nonzeg,devedeset,nbbe,sivi-folo amby,sembilan puluh,tonnur,disghin,iwa tekau,nvvd,mriphutra,sawmkua,eren,kiuchy,nbbe,nitti,makumi asanu ndi anayi,nbe dsk,sagaltama,nwy,nwd,noventa,n'be,isqun chunka,nouazeci,devyanosto,iva sefulu,nvti,naoidhead,masomesenyane,devedeset,mashome a robong,makumi mapfumbamwe,nwy,anuvk,devatdesiat,devetdeset,sagaashan,salapan puluh,tisini,nittio,siyamnapu,navad,tonnuru,tuksan,tombhai,tes`a,makumenkaye,doksan,togsan,aduokron,dev'yanosto,nwe,twqsn,to'qson,chin muoi,naw deg,Amashumi aluthoba,nyyntsyk,aadorun,amashumi ayisishiyagalolunye
ninety-one,een-en-negentig,nentedhjete e nje,zet'ena 'and,whd wts`wn,innsownmek,eknbbai,llatunk tunka mayani,doxsan bir,bi kononton ni kelen,laurogeita hamaika,dzevyanosta adzin,ekanbbi,eknbbe ke ba,devedeset jedan,devetdeset i edno,noranta-un,kasiyaman ug usa,JiuShiYi,JiuShiYi,novanta unu,devedeset jedan,devadesat jedna,enoghalvfems,nuvadhiha eke,iknbbe,naudek unu,uheksakummend uks,blaasieke vo deka,siyamnapu't isa,yhdeksankymmentayksi,quatre-vingt-onze,ienennjoggentich,noventa e un,otkhmotsdatertmet'i,eneninta ena,noventa y uno,ekvanum,katrevendisyon,casa'in da daya,kanaiwakumakahi,ts'ym v'ht,cuaj caum ib,kilencvenegy,niutiu og einn,iri itoolu na otu,siam a pulo ket maysa,nocha haon,sangang dasa siji,tombttomdu,toqsan bir,kausebmuoy.,mirongo cyenda na rimwe,eknbbe,AHeunHaNa,naynti wan,nod u yek,newed w yek,tokson bir,ekoasibhnung,nonaginta unum,devindesmit viens,ntuku libwa na moko,devyniasdesimt vienas,mwenda mu emu,eenanzwanzeg,devedeset i eden,eknbbe,Amby sivi-folo iray,sembilan puluh satu,tonnurri onn,wiehed u disghin,iwa tekau ma tahi,eknnv,91 suba.,sawmkua leh pakhat a ni,eren neg,kiuchytc,nbbe ek,nittien,makumi asanu ndi anayi mphambu chimodzi,ekbims,sagaltamii tokko,ywwlsm,nwd w yk,noventa e um,91,isqun chunka hukniyuq,nouazeci si unu,devyanosto odin,iva sefulu tasi,eknvtih,ceithir fichead 's a h-aon,masomesenyane-tee,devedeset jedan,mashome a robong le motso o mong,makumi mapfumbamwe nerimwe,nwyhh,anu ekyi,devatdesiatjeden,enaindevetdeset,kow iyo sagaashan,salapan puluh hiji,tisini na moja,nittioen,siyamnapu't isa,navadu yak,tonnurru onru,tuksan ber,tombhai okti,tes`an haden 'yu.,makume-nhungu-n'we,doksan bir,togsan bir,aduokron biako,dev'yanosto odin,kynwe,twqsn bar,to'qson bir,chin muoi mot,naw deg un,amashumi alithoba ananye,'yyn 'vn nyyntsyk,mokanlelogorun-un,amashumi ayisishiyagalolunye nanye
ninety-two,twee-en-negentig,nentedhjete e dy,zet'ena hulet,thnn wts`wn,innsown erkow,banbbai,llatunk tunka payani,doxsan iki,bi kononton ni fila,laurogeita hamabi,dzevyanosta dva,bay'annti,banbbe ke ba,devedeset dva,devetdeset i dve,noranta-dos,kasiyaman ug duha,JiuShiEr,JiuShiEr,novantadui,devedeset dvije,devadesat dva,tooghalvfems,nuvadhiha dhe meehunneve,banbbe,naudek du,uheksakummend kaks,blaasieke vo eve,siyamnapu't dalawa,yhdeksankymmentakaksi,quatre-vingt-douze,twaennjoggentich,noventa e dous,otkhmotsdatormet'i,eneninta dyo,noventa y dos,bavn,katrevendez,casa'in da biyu,kanaiwakumalua,ts'ym vstyym,cuaj caum ob,kilencvenketto,niutiu og tveir,iri itoolu na abuo,siam a pulo ket dua,nocha a do,sangang puluh loro,tombtterdu,toqsan eki,kausebpeir,mirongo cyenda na kabiri,banbbe,AHeunDul,naynti tu,nod u du,newed w dww,tokson eki,ekoasibsng,nonaginta duo,devindesmit divi,ntuku libwa na mibale,devyniasdesimt du,mwenda mu bibiri,zweeanzwanzeg,devedeset i dva,banbbe,roa amby sivifolo,sembilan puluh dua,tonnurrirnt,tnejn u disghin,iwa tekau ma rua,bnnv,niphu ani.,sawmkua leh pahnih,eren khoer,kiuchynhc,nbbe,nittito,makumi asanu ndi anayi mphambu ziwiri,baisi dui,sagaltamii lama,dwh nwy,nwd w dw,noventa e dois,biane,isqun chunka iskayniyuq,nouazeci si doi,devyanosto dva,e ivagafulu ma le lua,dvanvtih,ceithir fichead 's a dha,masomesenyane-pedi,devedeset dva,mashome a robong le metso e mmedi,makumi mapfumbamwe nemaviri,bi'ywn,anu dek,devatdesiatdva,dvaindevetdeset,sagaashan iyo laba,salapan puluh dua,tisini na mbili,nittiotva,siyamnapu't dalawa,navadu du,tonnurru irntu,tuksan ike,tombhai remdu,tes`an klten zbehalu mhwanom yflet',makume-nhungu-mbirhi,doksan iki,togsan iki,aduokron mmienu,dev'yanosto dva,bnwe,twqsn i'akka,to'qson ikki,chin muoi hai,naw deg dau,amashumi alithoba anesibini,tsvey 'vn neyntsyk,mejilelogorun-un,amashumi ayisishiyagalolunye nambili
ninety-three,drie-en-negentig,nentedhjete e tre,zet'ena sost,thlthh wts`wn,innsown erek',tenbbai,llatunk tunka kimsani,doxsan uc,bi kononton ni saba,laurogeita hamahiru,dzevyanosta try,tiranbbi,tenbbe ke ba,devedeset tri,devetdeset i tri,noranta-tres,kasiyaman ug tres,JiuShiSan,JiuShiSan,novanta tre,devedeset i tri,devadesat tri,treoghalvfems,nuvadhiha thin meehunneve,tenbbe,naudek tri,uheksakummend kolm,blaasieke vo eto,siyamnapu't tatlo,yhdeksankymmentakolme,quatre-vingt-treize,trijeennjoggentich,noventa e tres,otkhmotsdasami,eneninta tria,noventa y mbohapy,nevum-trn,katrevendis twa,casa'in da uku,kanaiwakumakolu,ts'ym vslvs,cuaj caum peb,kilencvenharom,niutiu og thrir,iri itoolu na ato,siam a pulo ket tallo,nocha a tri,sangang puluh telu,tombtmuru,toqsan ush,kausebbei,mirongo cyenda na gatatu,tenbbe,AHeunSes,naynti-tri,nod u se,newed w se,tokson uch,ekoasibsam,nonaginta tres,devindesmit tris,ntuku libwa na misato,devyniasdesimt trys,mwenda mu ssatu,draiananzzeg,devedeset i tri,tenbe,telo amby sivifolo,sembilan puluh tiga,tonnurrimunn,tlieta u disghin,iwa tekau ma toru,trennv,nipal tranipal.,sawmkua leh pathum a ni,eren gurav,kiuchysum,nbbe tin,nittitre,makumi asanu ndi anayi mphambu zitatu,tiris,sagaltamii sadii,dre nwy,nwd w sh,noventa e tres,93,isqun chunka kimsayuq,nouazeci si trei,devyanosto tri,iva sefulu tolu,trinvtih,ceithir fichead 's a tri,masomesenyane-tharo,devedeset tri,mashome a robong a metso e meraro,makumi mapfumbamwe nematatu,tywn,anu tunyi,devatdesiattri,triindevetdeset,sagaashan iyo saddex,salapan puluh tilu,tisini na tatu,nittiotre,siyamnapu't tatlo,navadu se,tonnurru munru,tuksan och,tombhai mudu,tes`an selesten zbehalu mhwanom yflet',makume-nhungu-nharhu,doksan uc,togsan uc,aduokron abiesa,dev'yanosto tri,trnwe,twqsn i'uch,to'qson uch,chin muoi ba,naw deg tri,amashumi alithoba anesithathu,dreya 'vn neyantsyk,metalelogorun-un,amashumi ayisishiyagalolunye nantathu
ninety-four,vier en negentig,nentedhjete e kater,zet'ena 'arat,'rb`h wts`wn,innsownch'ors,caunbbai,llatunk tunka pusini,doxsan dord,bi kononton ni naani,laurogeita hamalau,dzevyanosta chatyry,cuy'annti,caunbbe ke ba,devedeset cetiri,devetdeset i chetiri,noranta-quatre,kasiyaman ug upat,JiuShiSi,JiuShiSi,novantaquattru,devedeset i cetiri,devadesat ctyri,fireoghalvfems,nuvadhiha hatharu meehunneve,cauranbe,naudek kvar,uheksakummend neli,blaasieke vo ene,siyamnapu't apat,yhdeksankymmentanelja,quatre-vingt-quatorze,fjouwerennjoggentich,noventa e catro,otkhmotsdatotkhmet'i,eneninta tessera,noventa y cuatro,covisum,katrevenkat,casa'in da hudu,kanaiwakumaha,ts'ym v'rv',cuaj caum plaub,kilencvennegy,niutiu og fjorir,iri itoolu na ano,siam a pulo ket uppat,nocha a ceathair,sangang puluh papat,tombtnalku,toqsan tort,kausebbuon,mirongo cyenda na kane,co nvvd,AHeunNes,naynti-fo,nod u car,newed w chwr,tokson tort,ekoasibsi,nonaginta quattuor,devindesmit cetri,ntuku libwa na minei,devyniasdesimt keturi,mwenda mu bana,veieranzechzeg,devedeset i chetiri,cauranbe,efatra amby sivifolo,sembilan puluh empat,tonnurri nal,erbgha u disghin,iwa tekau ma wha,caunnv,anisuba mri.,sawmkua leh pali a ni,eren dorov,kiuchyle,nbbe car,nittifire,makumi asanu ndi anayi mphambu anayi,cbis jn |,sagaltamii afur,tslwr nwy,nwd w chhr,noventa e quatro,caumvem,isqun chunka tawayuq,nouazeci si patru,devyanosto chetyre,ivagafulu ma le fa,ctuhnvtih,ceithir fichead 's a ceithir,masomesenyane-nne,devedeset chetiri,mashome a robong a metso e mene,makumi mapfumbamwe nemana,chwwyhwn,anu htr,devatdesiatstyri,stiriindevetdeset,afar iyo sagaashan,salapan puluh opat,tisini na nne,nittiofyra,siyamnapu't apat,navadu chor,tonnurru nanku,tuksan durt,tombhai nalugu,tes`an 'arba`ten 'yom.,makume-nhungu-mune,doksan dort,togsan dort,aduokron anan,dev'yanosto chotiri,chwrnwe,twqsn tot,to'qson to'rt,chin muoi bon,naw deg pedwar,amashumi alithoba anesine,fyr 'vn nyyntsyk,merinlelogorun-un,amashumi ayisishiyagalolunye nane
ninety-five,vyf en negentig,nentedhjete e pese,zet'ena 'amst,khmsh wts`wn,innsownhing,pmcanbbai,llatunk tunka phisqhani,doxsan bes,bi kononton ni duuru,laurogeita hamabost,dzevyanosta pyats',pmcanbbi,pmcanbe ke ba,devedeset pet,devetdeset i pet,noranta-cinc,kasiyaman ug lima,JiuShiWu,JiuShiWu,novantacinque,devedeset pet,devadesat pet,femoghalvfems,nuvadhiha fas meehunneve,pmcanbe,naudek kvin,uheksakummend viis,blaasieke vo ato,siyamnapu't lima,yhdeksankymmentaviisi,quatre-vingt-quinze,fiifennjoggentich,noventa e cinco,otkhmotsdatkhutmet'i,eneninta pente,noventa y cinco,pmcavn,katrevensenk,casa'in da biyar,kanaiwakumalima,ts'ym vhms,cuaj caum tsib,kilencvenot,niutiu og fimm,iri itoolu na ise,siam a pulo ket lima,nocha a cuig,sangang dasa gangsal,tombttaidu,toqsan bes,kausebbraam,mirongo cyenda na gatanu,pmcanvti,AHeunDaSeos,naynti-fayv,nod u penc,newed w penj,tokson besh,ekoasibha,nonaginta quinque,devindesmit pieci,ntuku libwa na mitano,devyniasdesimt penki,mwenda mu ttaano,fennefanzwanzeg,devedeset i pet,pmcanbe,dimy amby sivi-folo,sembilan puluh lima,tonnurri anc,hamsa u disghin,iwa tekau ma rima,pmcannv,nipal mna.,sawmkua leh panga a ni,eren tav,kiuchyna,pcanbbe,nittifem,makumi asanu ndi anayi mphambu zisanu,pcis,sagaltamii shan,pndzh nwy,nwd w pnj,noventa e cinco,95,isqun chunka pichqayuq,nouazeci si cinci,devyanosto pyat',ivagafulu ma le lima,pncnvtih,ceithir fichead 's a coig,masomesenyane-hlano,devedeset pet,mashome a robong a metso e mehlano,makumi mapfumbamwe neshanu,pnjhh,anuph,devatdesiatpat,petindevetdeset,shan iyo sagaashan,salapan puluh lima,tisini na tano,nittiofem,siyamnapu't lima,navadu panj,tonnurru aintu,tuksan bish,tombhai aidu,tes`an hamushten zbehalu mhwanom yflet',makume-nhungu-ntlhanu,doksan bes,togsan bas,aduokron anum,dev'yanosto p'yat',pchnwe,twqsn besh,to'qson besh,chin muoi lam,naw deg pump,amashumi alithoba anesihlanu,fynf 'vn neyantsyk,aadorun-marun,amashumi ayisishiyagalolunye nanhlanu
ninety-six,ses en negentig,nentedhjete e gjashte,zet'ena sdst,sth wts`wn,innsownvets',chy'nbbai,llatunk tunka suxtani,doxsan alti,bi kononton ni wooro,laurogeita hamasei,dzevyanosta shests',chiy'annti,chiyanbbe ke ba,devedeset sest,devetdeset i shest,noranta-sis,kasiyaman ug unom,JiuShiLiu,JiuShiLiu,novantasei,devedeset sest,devadesat sest,seksoghalvfems,nuvadhiha ha eve,chiyanbe,naudek ses,uheksakummend kuus,blaasieke vo ade,siyamnapu't anim,yhdeksankymmentakuusi,quatre-vingt-seize,seisennjoggentich,noventa e seis,otkhmotsdatekvsmet'i,eneninta exi,noventa y seis,chppn,katrevendis sis,casa'in da shida,kanaiwakumaono,ts'ym vss,cuaj caum-rau,kilencvenhat,niutiu og sex,iri itoolu na isii,siam a pulo ket innem,nocha se,sangang dasa enem,tombttaru,toqsan alty,kausebbraammuoy.,mirongo cyenda na gatandatu,chiyanv vrsam jalim,AHeunYeoSeos,naynti siks,nod u ses,newed w shesh,tokson alty,ekoasibhok,nonaginta sex,devindesmit sesi,ntuku libwa na motoba,devyniasdesimt sesi,mwenda mu mukaaga,sechsanzechzeg,devedeset i shest,chiyanbe,enina amby sivifolo,sembilan puluh enam,tonnurri ar,sitta u disghin,iwa tekau ma ono,chppnnv,96 sure.,sawmkua leh paruk a ni,eren zurgaa,kiuchykhreak,chyanbbe,nittiseks,makumi asanu ndi anayi mphambu zisanu ndi chimodzi,sathie,sagaltamii ja'a,nhh shpyth,nwd w shsh,noventa e seis,chiani,isqun chunka suqtayuq,nouazeci si sase,devyanosto shest',ivagafulu ma le ono,stnvtih,ceithir fichead 's a sia,masomesenyane-tshela,devedeset shest,mashome a robong a metso e tseletseng,makumi mapfumbamwe nematanhatu,chhyn,anuhy,devatdesiatsest,sestindevetdeset,sagaashan iyo lix,salapan puluh genep,tisini na sita,nittiosex,siyamnapu't anim,navadu shash,tonnurru aru,tuksan alty,tombhai aru,tes`an shdushten,makume-nhungu-nhungu,doksan alti,togsan alty,aduokron nsia,dev'yanosto shist',chhynwe,twqsn i'lte,to'qson olti,chin muoi sau,naw deg chwech,amashumi alithoba anesithandathu,z'ks 'vn nyyntsyk,merindinlogorun-un,amashumi ayisishiyagalolunye nesithupha
ninety-seven,sewe en negentig,nentedhjete e shtate,zet'ena sebat,sb`h wts`wn,innsownyot',satanbbai,llatunk tunka paqallquni,doxsan yeddi,bi kononton ni wolonwula,laurogeita hamazazpi,dzevyanosta sem,satanbbi,sttanbe ke ba,devedeset sedam,devetdeset i sedem,noranta-set,kasiyaman ug pito,JiuShiQi,JiuShiQi,novantasette,devedeset sedam,devadesat sedm,97,nuvadhiha hath meehunneve,sttanbbe,naudek sep,uheksakummend seitse,blaasieke vo adre,siyamnapu't pito,yhdeksankymmentaseitseman,quatre-vingt-dix-sept,sanennjoggentich,noventa e sete,otkhmotsdachvidmet'i,eneninta epta,noventa y siete,sitter,katrevendisset,casa'in da bakwai,kanaiwakumahiku,ts'ym vsv',cuaj caum xya,kilencvenhet,niutiu og sjo,iri itoolu na asaa,siam a pulo ket pito,nocha a seacht,sangang dasa pitu,tombttelu,toqsan zheti,kausebbraampeir,mirongo cyenda na karindwi,sttanbbe,AHeunIlGob,naynti sevin,nod u heft,newed w hewt,tokson zheti,ekoasibechad,nonaginta septem,devindesmit septini,ntuku libwa na nsambo,devyniasdesimt septyni,mwenda mu musanvu,siwenanzwanzeg,devedeset i sedum,sttanbe,Fito amby sivi-folo,sembilan puluh tujuh,tonnurri el,sebgha u disghin,iwa tekau ma whitu,sttyannv,97 sure.,sawmkua leh pasarih a ni,eren doloo,kiuchykhunc,nbbe sat,nittisyv,makumi asanu ndi anayi mphambu zisanu ndi zinayi,antiris,sagaltamii torba,wh nwy,nwd w hft,noventa e sete,97,isqun chunka qanchisniyuq,nouazeci si sapte,devyanosto sem',e ivagafulu ma le fitu,sptnvtih,ceithir fichead 's a seachd,masomesenyane-supa,devedeset sedam,mashome a robong a metso e supileng,makumi mapfumbamwe nenomwe,styn,anu htyi,devatdesiatsedem,sedemindevetdeset,sagaashan iyo toddoba,salapan puluh tujuh,tisini na saba,nittiosju,siyamnapu't pito,navadu haft,tonnurru elu,tuksan jide,tombhai edu,tes`an shew`aten 'yu.,makume-nhungu-nkombo,doksan yedi,togsan yedi,aduokron ason,dev'yanosto sim,stwn,twqsn yette,to'qson yetti,chin muoi bay,naw deg saith,amashumi alithoba anesixhenxe,zyvn 'vn nyyntsyk,aadorun-meje,amashumi ayisishiyagalolunye nesikhombisa
ninety-eight,agt-en-negentig,nentedhjete e tete,zet'ena smnt,thmnyh wts`wn,innsownowt',athnbbai,llatunk tunka llatunkani,doxsan sekkiz,bi kononton ni seegin,laurogeita hemezortzi,dzevyanosta vosem,atanbbi,ad'nbbe ke ba,devedeset osam,devetdeset i osem,noranta-vuit,kasiyaman ug walo,JiuShiBa,JiuShiBa,novantottu,devedeset i osam,devadesat osm,otteoghalvfems,nuvadhiha ash eve,ad'nbbe,naudek ok,uheksakummend kaheksa,blaasieke vo enyi,siyamnapu't walo,yhdeksankymmentakahdeksan,quatre-vingt-dix-huit,achtennjoggentich,noventa e oito,otkhmotsdatvramet'i,eneninta okto,noventa y ocho,nevum ath,katrevendizwit,casa'in da takwas,kanaiwakumawalu,ts'ym vsmvnh,cuaj caum-yim,kilencvennyolc,niutiu og atta,iri itoolu na asato,siam a pulo ket walo,nocha a hocht,sangang dasa wolu,tombttemtu,toqsan segiz,kausebbraambei,mirongo cyenda n'umunani,aththanv vrsam jalim,AHeunYeoDeolb,naynti-eit,nod u hest,newed w hesht,tokson segiz,ekoasibepd,nonaginta octo,devindesmit astoni,ntuku libwa na mwambe,devyniasdesimt astuoni,mwenda mu munaana,aachtanzechzeg,devedeset i osum,ad'nbe,Valo amby sivi-folo,sembilan puluh lapan,tonnurriyett,tmienja u disghin,iwa tekau ma waru,aththennv,98 suba.,sawmkua leh pariat a ni,eren naym,kiuchyrhc,atnanbe,nittiatte,makumi asanu ndi anayi mphambu zisanu ndi zitatu,atheis,sagaltamii saddeet,th nwy,nwd w hsht,noventa e oito,a'si,isqun chunka pusaqniyuq,nouazeci si opt,devyanosto vosem',e ivagafulu ma le valu,astnvtih,ceithir fichead 's a h-ochd,masomesenyane-seswai,devedeset osam,mashome a robong le metso e robedi,makumi mapfumbamwe nesere,thwyhh,anu at,devatdesiatosem,osemindevetdeset,sagaashan iyo siddeed,salapan puluh dalapan,tisini na nane,nittioatta,siyamnapu't walo,navadu hasht,tonnurrettu,tuksan sigez,tombhai enimidi,tes`an shemonten 'yu.,makume-nhungu-nhungu,doksan sekiz,togsan sekiz,aduokron awotwe,dev'yanosto visim,stnwe,twqsn sekkaz,to'qson sakkiz,chin muoi tam,naw deg wyth,amashumi alithoba anesibhozo,'akht 'vn neyantsyk,mejidinlogorun-un,amashumi ayisishiyagalolunye nesishiyagalombili
ninety-nine,nege-en-negentig,nentedhjete e nente,zet'ena zet'eny,ts`h wts`wn,innsowniny,unnbbai,llatunk tunka llatunkani,doxsan doqquz,bi kononton ni kononton,laurogeita hemeretzi,dzevyanosta dzevyats',niranbbi,unnbe ke ba,devedeset devet,devetdeset i devet,noranta-nou,kasiyaman ug siyam,JiuShiJiu,JiuShiJiu,novantanove,devedeset i devet,devadesat devet,nioghalvfems,nuvadhiha nuva eve,unnbe,naudek nau,uheksakummend uheksa,blaasieke vo enyi,siyamnapu't siyam,yhdeksankymmentayhdeksan,quatre-vingt-dix-neuf,njoggenennjoggentich,noventa e nove,otkhmotsdatskhramet'i,eneninta ennia,noventa y nueve,nvvanum,katrevendisnef,casa'in da tara,kanaiwakumaiwa,ts'ym vts',cuaj caum cuaj,kilencvenkilenc,niutiu og niu,iri itoolu na itoolu,siam a pulo ket siam,nocha a naoi,sangang dasa sanga,tombttombttu,toqsan toghyz,kausebbraambuon,mirongo cyenda n'icyenda,nvvd nvvis,AHeunAHob,naynti-nayn,nod u neh,newed w no,tokson toguz,ekoasibekoa,nonaginta novem,devindesmit devini,ntuku libwa na libwa,devyniasdesimt devyni,mwenda mu mwenda,nenganzwanzeg,devedeset i devet,unnbe,Sivy amby sivi-folo,sembilan puluh sembilan,tonnurri ompt,disgha u disghin,iwa tekau ma iwa,ekonnnv,99 suba.,sawmkua leh pakua a ni,eren eson,kiuchykiu,ninyanbe,nittini,makumi asanu ndi anayi mphambu zisanu ndi zinayi,antiris,sagaltamii sagal,nhh nwy,nwd w nh,noventa e nove,99,isqun chunka isqunniyuq,nouazeci si noua,devyanosto devyat',iva sefulu iva,nvtih,ceithir fichead 's a naoi,masomesenyane-senyane,devedeset devet,mashome a robong a metso e robong,makumi mapfumbamwe namapfumbamwe,nwnwy,anunvy,devatdesiatdevat,devetindevetdeset,sagaashan iyo sagaal,salapan puluh salapan,tisini na tisa,nittionio,siyamnapu't siyam,navadu nuh,tonnurronptu,tuksan tugyz,tombhai tommidi,tes`an tsh`aten,makume-nhungu-nhungu,doksan dokuz,togsan dokuz,aduokron nkron,dev'yanosto dev'yat',nnnwe,twqsn twqquz,to'qson to'qqiz,chin muoi chin,naw deg naw,amashumi amane nane,nyyn 'vn nyyn 'vn nyyntsyg,mokandinlogorun-un,amashumi ayisishiyagalolunye nesishiyagalolunye
